Text,Label
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9564377130,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹500 రూపాయలు,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/66118,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/16927 సందర్శించండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ బ్యాలెన్స్ ₹250 ఉంది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹100 రూపాయలు,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/14052 క్లిక్ చేయండి,1
మీ బ్యాలెన్స్ ₹500 ఉంది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/38955 సందర్శించండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/94866",1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/26926 సందర్శించండి,1
మీ ఖాతాలో ₹100 జమ చేయబడింది,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ బ్యాలెన్స్ ₹250 ఉంది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/23525",1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/43398",1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/36009",1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF3241,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF2255,0
మీ బ్యాలెన్స్ ₹1000 ఉంది,0
మీ ఖాతాలో ₹100 జమ చేయబడింది,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/17465",1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9389029293,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/71568 క్లిక్ చేయండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/11759 సందర్శించండి,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ బ్యాలెన్స్ ₹250 ఉంది,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9677040766 ను సంప్రదించండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF5783,0
మీ బ్యాలెన్స్ ₹100 ఉంది,0
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF5759,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9312283984,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9443058099,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9186917157 ను సంప్రదించండి,1
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/48858,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF7671,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ఖాతాలో ₹2000 జమ చేయబడింది,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/16904 సందర్శించండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹100 రూపాయలు,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/98390",1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/27188,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF3257,0
మీ బ్యాలెన్స్ ₹500 ఉంది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/21061 సందర్శించండి,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9880907344,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/34889 సందర్శించండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/69261 క్లిక్ చేయండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ ఖాతాలో ₹1000 జమ చేయబడింది,0
మీ రెచార్జ్ విజయవంతమైంది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/54676",1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF5937,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/87601 సందర్శించండి,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF2251,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹250 రూపాయలు,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/26578 సందర్శించండి,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF7884,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF2819,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/60282,1
మీ ఖాతాలో ₹2000 జమ చేయబడింది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹100 రూపాయలు,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/15591 సందర్శించండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/31336 క్లిక్ చేయండి,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/41917 సందర్శించండి,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/45465 క్లిక్ చేయండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF7492,0
మీ బ్యాలెన్స్ ₹250 ఉంది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/15781 సందర్శించండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9589249209,1
మీ రెచార్జ్ విజయవంతమైంది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/59833",1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF3253,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/61237 క్లిక్ చేయండి,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/17491 సందర్శించండి,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9547301036 ను సంప్రదించండి,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9431890928,1
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ ఖాతాలో ₹100 జమ చేయబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF4775,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹500 రూపాయలు,0
మీ బ్యాలెన్స్ ₹100 ఉంది,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ ఖాతాలో ₹500 జమ చేయబడింది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/60541 సందర్శించండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9556807626 ను సంప్రదించండి,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9266508028,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹2000 రూపాయలు,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ఖాతాలో ₹1000 జమ చేయబడింది,0
మీ బ్యాలెన్స్ ₹1000 ఉంది,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/84808,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF5798,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/53963,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ బ్యాలెన్స్ ₹1000 ఉంది,0
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/45538",1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/76128",1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/66480 సందర్శించండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/61342 క్లిక్ చేయండి,1
మీ ఖాతాలో ₹2000 జమ చేయబడింది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9160231727,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/12764 క్లిక్ చేయండి,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ బ్యాలెన్స్ ₹1000 ఉంది,0
మీ బ్యాలెన్స్ ₹1000 ఉంది,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹2000 రూపాయలు,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/27042",1
మీ ఖాతాలో ₹1000 జమ చేయబడింది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/63932 సందర్శించండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఖాతాలో ₹2000 జమ చేయబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/94737 సందర్శించండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/64007 సందర్శించండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹100 రూపాయలు,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9577762659 ను సంప్రదించండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹2000 రూపాయలు,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ బ్యాలెన్స్ ₹500 ఉంది,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹1000 రూపాయలు,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/97668 సందర్శించండి,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9870823989 ను సంప్రదించండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/46253",1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/59587,1
మీ ఖాతాలో ₹100 జమ చేయబడింది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ బ్యాలెన్స్ ₹100 ఉంది,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/61213 సందర్శించండి,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹500 రూపాయలు,0
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/74152",1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఖాతాలో ₹500 జమ చేయబడింది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ బ్యాలెన్స్ ₹100 ఉంది,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9861133717 ను సంప్రదించండి,1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/80530",1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9829330319,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/57303 క్లిక్ చేయండి,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9940139757,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9215368065,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/20488 సందర్శించండి,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9705259051 ను సంప్రదించండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/43747",1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఖాతాలో ₹2000 జమ చేయబడింది,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/71329,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/78205 సందర్శించండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ బ్యాలెన్స్ ₹100 ఉంది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/19724",1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/48728",1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/31473 సందర్శించండి,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9698656852 ను సంప్రదించండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9317147536,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9910118665,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/74811 సందర్శించండి,1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/70053 సందర్శించండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/25785 సందర్శించండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
